siren,siret,denominationUniteLegale,denominationUsuelle1UniteLegale,activitePrincipaleUniteLegale,complementAdresseEtablissement,numeroVoieEtablissement,indiceRepetitionEtablissement,dernierNumeroVoieEtablissement,indiceRepetitionDernierNumeroVoieEtablissement,typeVoieEtablissement,libelleVoieEtablissement,codePostalEtablissement,libelleCommuneEtablissement,libelleCommuneEtrangerEtablissement,distributionSpecialeEtablissement,codeCommuneEtablissement,codeCedexEtablissement,libelleCedexEtablissement,codePaysEtrangerEtablissement,libellePaysEtrangerEtablissement,identifiantAdresseEtablissement,coordonneeLambertAbscisseEtablissement,coordonneeLambertOrdonneeEtablissement,libellePaysEtranger2Etablissement,etatAdministratifEtablissement,enseigne1Etablissement,denominationUsuelleEtablissement,activitePrincipaleEtablissement,Adresse pr‚cise
912667656,91266765600025,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],CHANCELADE,,[ND],24102,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, CHANCELADE
914144399,91414439900021,MTL NATURE,,62.01Z,ESPACE ALIENOR,255,,,,RUE,MARTHA DESRUMAUX,24000,PERIGUEUX,,,24322,,,,,243222j8znn_B,519834.19208659953,6456996.608061102,,A,,,62.01Z,ESPACE ALIENOR 255 RUE MARTHA DESRUMAUX 24000 PERIGUEUX
914534227,91453422700014,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],PAYS DE BELVES,,[ND],24035,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, PAYS DE BELVES
915241509,91524150900024,UNIFY TECHNOLOGIES SAS,,62.01Z,,195,,,,ALLEE,DE VAUGOUBERT,24530,QUINSAC,,,24346,,,,,243461110_B,519849.68879638414,6483197.723456367,,A,,,62.01Z,195 ALLEE DE VAUGOUBERT 24530 QUINSAC
917929341,91792934100019,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],PERIGUEUX,,[ND],24322,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, PERIGUEUX
918055377,91805537700017,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],PERIGUEUX,,[ND],24322,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, PERIGUEUX
918475286,91847528600012,,,62.01Z,,,,,,,THENON,24240,RAZAC-DE-SAUSSIGNAC,,,24349,,,,,24349B096_C,,,,A,,MD CODE,62.01Z, THENON 24240 RAZAC-DE-SAUSSIGNAC
919074419,91907441900012,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],SAINT-ANDRE-D'ALLAS,,[ND],24366,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, SAINT-ANDRE-D'ALLAS
919533257,91953325700011,,,62.01Z,DOMAINE DE POUZELANDE,,,,,RTE,DE POUZELANDE,24380,SANILHAC,,,24312,,,,,,,,,A,,PLC ON CHAIN,62.01Z,DOMAINE DE POUZELANDE  RTE DE POUZELANDE 24380 SANILHAC
920274982,92027498200015,,,62.01Z,,9,,,,RUE,ICARIE,24000,PERIGUEUX,,,24322,,,,,243221980_B,520254.3863124292,6457043.295498387,,A,,ALOIS,62.01Z,9 RUE ICARIE 24000 PERIGUEUX
920275088,92027508800010,,,62.01Z,,18,,,,,LAS SAGNAS,24270,SAINT-CYR-LES-CHAMPAGNES,,,24397,,,,,,,,,A,,ETIENVRE MA,62.01Z,18 LAS SAGNAS 24270 SAINT-CYR-LES-CHAMPAGNES
920829488,92082948800013,,,62.01Z,,242,,,,ROUTE,JEAN NOUVEL,24330,SAINT-CREPIN-D'AUBEROCHE,,,24390,,,,,243900290_B,534038.2589694962,6449625.400592359,,A,,WEB SERVICES ET DEVELOPPEMENTS,62.01Z,242 ROUTE JEAN NOUVEL 24330 SAINT-CREPIN-D'AUBEROCHE
921037982,92103798200011,ECW,,62.01Z,,178,,,,RUE,DE L'ANCIEN LAVOIR,24120,PAZAYAC,,,24321,,,,,243210010_B,572627.8648141145,6448908.538670663,,A,,ESPRIT CREA-WEB,62.01Z,178 RUE DE L'ANCIEN LAVOIR 24120 PAZAYAC
921120705,92112070500014,,,62.01Z,ATUR,250,,,,IMP,NIKI DE SAINT PHALLE,24330,BOULAZAC ISLE MANOIRE,,,24053,,,,,,,,,A,,,62.01Z,ATUR 250 IMP NIKI DE SAINT PHALLE 24330 BOULAZAC ISLE MANOIRE
921341921,92134192100010,SANS PB,,62.01Z,,,,,,,LA GARRIGUE,24620,TAMNIES,,,24544,,,,,,,,,A,,SACADO,62.01Z, LA GARRIGUE 24620 TAMNIES
924010952,92401095200019,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],BRANTOME EN PERIGORD,,[ND],24064,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, BRANTOME EN PERIGORD
924111891,92411189100033,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],COURSAC,,[ND],24139,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, COURSAC
924632383,92463238300015,,,62.01Z,,68,,,,RUE,DU CLUZEAU,24000,PERIGUEUX,,,24322,,,,,243221120_B,519842.6082117136,6457864.549036666,,A,,SACHA.DEV,62.01Z,68 RUE DU CLUZEAU 24000 PERIGUEUX
924765746,92476574600012,,,62.01Z,,23,,,,PLACE,DE LA MADELEINE,24100,BERGERAC,,,24037,,,,,240372730_B,501074.34,6419611.68,,A,,,62.01Z,23 PLACE DE LA MADELEINE 24100 BERGERAC
925111551,92511155100014,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],NANTHEUIL,,[ND],24304,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, NANTHEUIL
928322643,92832264300018,OBICE,,62.01Z,,5,,,,RUE,DU PUITS,24190,SAINT-GERMAIN-DU-SALEMBRE,,,24418,,,,,244180510_B,500775.93,6452424.57,,A,,,62.01Z,5 RUE DU PUITS 24190 SAINT-GERMAIN-DU-SALEMBRE
928476282,92847628200019,,,62.01Z,,29,,,,CHEMIN,DES BATELIERS,24130,SAINT-PIERRE-D'EYRAUD,,,24487,,,,,244870040_B,488172.97,6419880.0,,A,,,62.01Z,29 CHEMIN DES BATELIERS 24130 SAINT-PIERRE-D'EYRAUD
928527191,92852719100011,,,62.01Z,,29,,,,ROUTE,DU ROC,24230,LAMOTHE-MONTRAVEL,,,24226,,,,,242260149_B,466002.49,6421980.25,,A,,,62.01Z,29 ROUTE DU ROC 24230 LAMOTHE-MONTRAVEL
929031722,92903172200028,,,62.01Z,,145,,,,IMPASSE,DU CLAUD,24380,VERGT,,,24571,,,,,245710440_B,521303.02,6442043.25,,A,,,62.01Z,145 IMPASSE DU CLAUD 24380 VERGT
929691178,92969117800016,,,62.01Z,APPARTEMENT 2,4,,,,RUE,DE LA MIRPE,24100,BERGERAC,,,24037,,,,,240373030_C,,,,A,,BERGERAC WEB,62.01Z,APPARTEMENT 2 4 RUE DE LA MIRPE 24100 BERGERAC
929833879,92983387900026,WEBLPDD,,62.01Z,,48,,,,RUE,DE L'ANCIEN LAVOIR,24120,PAZAYAC,,,24321,,,,,243210010_B,572605.5,6448784.58,,A,,,62.01Z,48 RUE DE L'ANCIEN LAVOIR 24120 PAZAYAC
929867463,92986746300010,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],NONTRON,,[ND],24311,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, NONTRON
929945194,92994519400017,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],TOCANE-SAINT-APRE,,[ND],24553,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, TOCANE-SAINT-APRE
931170765,93117076500016,,,62.01Z,210 RUE DES FRUITIERS,210,,,,RUELLE,DES FRUITIERS,24340,MAREUIL EN PERIGORD,,,24253,,,,,242532010_B,508991.95,6486784.86,,A,,SOCIETE CROZONAISE D'ELECTRONIQUE PROGRAMMEE,62.01Z,210 RUE DES FRUITIERS 210 RUELLE DES FRUITIERS 24340 MAREUIL EN PERIGORD
931382188,93138218800015,EULATECH,,62.01Z,,,,,,,CHEZ MARJOU,24410,SAINT AULAYE-PUYMANGOU,,,24376,,,,,24376B036_C,,,,A,,,62.01Z, CHEZ MARJOU 24410 SAINT AULAYE-PUYMANGOU
931440481,93144048100048,,,62.01Z,LA GENDONNIE BASSE C304,,,,,AVENUE,DE LA DORDOGNE,24200,SARLAT-LA-CANEDA,,,24520,,,,,245200703_B,558818.72,6421124.18,,A,,,62.01Z,LA GENDONNIE BASSE C304  AVENUE DE LA DORDOGNE 24200 SARLAT-LA-CANEDA
931547475,93154747500018,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],SARLAT-LA-CANEDA,,[ND],24520,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, SARLAT-LA-CANEDA
932720519,93272051900010,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],COULOUNIEIX-CHAMIERS,,[ND],24138,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, COULOUNIEIX-CHAMIERS
933248387,93324838700013,,,62.01Z,,38,,,,RUE,DE PROMPSAULT,24660,SANILHAC,,,24312,,,,,243120119_B,521401.13,6455163.79,,A,,,62.01Z,38 RUE DE PROMPSAULT 24660 SANILHAC
933388845,93338884500010,,,62.01Z,,79,,,,IMPASSE,DE LA BOISSIERE,24150,LALINDE,,,24223,,,,,242230354_B,521338.9,6419694.13,,A,,,62.01Z,79 IMPASSE DE LA BOISSIERE 24150 LALINDE
934029612,93402961200017,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],ISSIGEAC,,[ND],24212,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, ISSIGEAC
934057159,93405715900014,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],LA DORNAC,,[ND],24153,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, LA DORNAC
934085002,93408500200012,,,62.01Z,,22,B,,,RUE,SAINT ROCH,24680,LAMONZIE-ST-MARTIN,,,24225,,,,,242250900_C,,,,A,,GY,62.01Z,"22, B RUE SAINT ROCH 24680 LAMONZIE-ST-MARTIN"
934225111,93422511100012,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],CHANCELADE,,[ND],24102,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, CHANCELADE
934937731,93493773100016,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],VILLARS,,[ND],24582,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, VILLARS
935144733,93514473300018,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],PEYZAC-LE-MOUSTIER,,[ND],24326,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, PEYZAC-LE-MOUSTIER
935152363,93515236300013,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],MUSSIDAN,,[ND],24299,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, MUSSIDAN
935383042,93538304200014,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],LANOUAILLE,,[ND],24227,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, LANOUAILLE
937581353,93758135300011,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],PERIGUEUX,,[ND],24322,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, PERIGUEUX
938505088,93850508800014,WEBAEDIS,,62.01Z,,1097,,,,IMPASSE,DU LAVOIR,24170,SAINT-GERMAIN-DE-BELVES,,,24416,,,,,244160410_B,546162.36,6413258.93,,A,,WEBAEDIS,62.01Z,1097 IMPASSE DU LAVOIR 24170 SAINT-GERMAIN-DE-BELVES
938684024,93868402400012,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],BERGERAC,,[ND],24037,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, BERGERAC
939335519,93933551900012,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],MONTPON-MENESTEROL,,[ND],24294,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, MONTPON-MENESTEROL
939465902,93946590200012,SAY SEE SHOW,,62.01Z,ESPACE ALIENOR,255,,,,RUE,MARTHA DESRUMAUX,24000,PERIGUEUX,,,24322,,,,,243222j8znn_B,519834.19,6456996.61,,A,,,62.01Z,ESPACE ALIENOR 255 RUE MARTHA DESRUMAUX 24000 PERIGUEUX
940216021,94021602100011,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],MENESPLET,,[ND],24264,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, MENESPLET
940344815,94034481500011,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],VAL DE LOUYRE ET CAUDEAU,,[ND],24362,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, VAL DE LOUYRE ET CAUDEAU
940633258,94063325800014,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],COUZE-ET-ST-FRONT,,[ND],24143,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, COUZE-ET-ST-FRONT
941362535,94136253500010,,,62.01Z,,83,,,,RUE,DE LA RESISTANCE,24130,SAINT-PIERRE-D'EYRAUD,,,24487,,,,,244870510_B,487658.22,6420565.43,,A,,,62.01Z,83 RUE DE LA RESISTANCE 24130 SAINT-PIERRE-D'EYRAUD
941967887,94196788700014,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],VERTEILLAC,,[ND],24573,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, VERTEILLAC
942080755,94208075500013,,,62.01Z,,838,,,,ROUTE,DES PALOMBES,24370,CARLUX,,,24081,,,,,240810990_B,568033.42,6422251.34,,A,,CELFOX.PROGRAMS&MORE,62.01Z,838 ROUTE DES PALOMBES 24370 CARLUX
942111782,94211178200010,FCHARGE,,62.01Z,ETAGE O BATIMENT NA1,679,,,,ROUTE,DE LA GREZELIE,24620,MARQUAY,,,24255,,,,,242550610_B,553954.38,6427116.91,,A,,,62.01Z,ETAGE O BATIMENT NA1 679 ROUTE DE LA GREZELIE 24620 MARQUAY
942218702,94221870200010,APSODIA,,62.01Z,CREVALLEE SUD ESPACE COUTURE,,,,,ROUTE,DE NOTRE DAME DE SANILHAC,24660,SANILHAC,,,24312,,,,,24312srnlyw_B,524820.1,6447323.89,,A,,,62.01Z,CREVALLEE SUD ESPACE COUTURE  ROUTE DE NOTRE DAME DE SANILHAC 24660 SANILHAC
942793431,94279343100019,,,62.01Z,,18,,,,RUE,DE LA LIBERATION,24360,PIEGUT-PLUVIERS,,,24328,,,,,243280120_B,520068.24,6505146.71,,A,,CYBER OAKMONT,62.01Z,18 RUE DE LA LIBERATION 24360 PIEGUT-PLUVIERS
943407114,94340711400017,,,62.01Z,RUE PAGOT,14,,,,RUE,GEORGES BRASSENS,24660,COULOUNIEIX-CHAMIERS,,,24138,,,,,24138jexvkd_B,518699.31,6455920.07,,A,,MACFLOTECH,62.01Z,RUE PAGOT 14 RUE GEORGES BRASSENS 24660 COULOUNIEIX-CHAMIERS
943606160,94360616000019,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],PERIGUEUX,,[ND],24322,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, PERIGUEUX
943706804,94370680400011,,,62.01Z,,253,,,,CHEMIN,ELSA TRIOLET,24200,SARLAT-LA-CANEDA,,,24520,,,,,245203660_B,557364.68,6421723.32,,A,,GLINT,62.01Z,253 CHEMIN ELSA TRIOLET 24200 SARLAT-LA-CANEDA
944541879,94454187900010,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],ALLEMANS,,[ND],24007,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, ALLEMANS
944584028,94458402800012,AIDOU,,62.01Z,,3,,,,RUE,DU GUE,24400,SAINT-LOUIS-EN-L'ISLE,,,24444,,,,,24444sh9e_B,494758.83,6443499.47,,A,,AIDOU,62.01Z,3 RUE DU GUE 24400 SAINT-LOUIS-EN-L'ISLE
944732049,94473204900019,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],SAINT-PAUL-LA-ROCHE,,[ND],24481,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, SAINT-PAUL-LA-ROCHE
947522546,94752254600011,,,62.01Z,,44,,,,RUE,CLOS CHASSAING,24000,PERIGUEUX,,,24322,,,,,243221110_B,520570.0180826243,6457201.809988247,,A,,TEC-DEV,62.01Z,44 RUE CLOS CHASSAING 24000 PERIGUEUX
947543047,94754304700015,,,62.01Z,,224,,,,RUE,DE L'EGLISE,24610,SAINT-MEARD-DE-GURCON,,,24461,,,,,24461b4vv_B,477539.8650289483,6427254.53154771,,A,,,62.01Z,224 RUE DE L'EGLISE 24610 SAINT-MEARD-DE-GURCON
947555892,94755589200019,,,62.01Z,,12,,,,RUE,DU MAJORAL FOURNIER,24330,BOULAZAC ISLE MANOIRE,,,24053,,,,,,,,,A,,LA-TRONCONNEUSE,62.01Z,12 RUE DU MAJORAL FOURNIER 24330 BOULAZAC ISLE MANOIRE
947614665,94761466500018,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],SAINT-MEDARD-DE-MUSSIDAN,,[ND],24462,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, SAINT-MEDARD-DE-MUSSIDAN
947773917,94777391700010,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],LA COQUILLE,,[ND],24133,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, LA COQUILLE
947841292,94784129200016,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],NEUVIC,,[ND],24309,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, NEUVIC
948091319,94809131900012,,,62.01Z,,43,,,,CHEMIN,DES FEUTRES DE TOULON,24000,PERIGUEUX,,,24322,,,,,243221545_B,519080.4838196883,6458352.619845715,,A,,DEMARCO,62.01Z,43 CHEMIN DES FEUTRES DE TOULON 24000 PERIGUEUX
948160791,94816079100018,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],COURSAC,,[ND],24139,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, COURSAC
948400304,94840030400010,FYNDEE,,62.01Z,,10,,,,RUE,GENERAL CLERGERIE,24000,PERIGUEUX,,,24322,,,,,243221740_B,519802.9697289568,6456308.987998401,,A,,,62.01Z,10 RUE GENERAL CLERGERIE 24000 PERIGUEUX
948587175,94858717500019,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],PERIGUEUX,,[ND],24322,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, PERIGUEUX
948815006,94881500600010,,,62.01Z,,,,,,,LE SEYCAT,24190,NEUVIC,,,24309,,,,,24309B206_C,,,,A,,FLO'S APPS,62.01Z, LE SEYCAT 24190 NEUVIC
949287106,94928710600015,,,62.01Z,,4,,,,ALLEE,GEORGES PERRIER,24460,CHATEAU-L'EVEQUE,,,24115,,,,,241150144_B,519550.3225201041,6465077.038989601,,A,,,62.01Z,4 ALLEE GEORGES PERRIER 24460 CHATEAU-L'EVEQUE
951205384,95120538400021,,,62.01Z,,148,,,,RUE,DU VERN,24110,GRIGNOLS,,,24205,,,,,242051240_B,506609.12,6445668.39,,A,,,62.01Z,148 RUE DU VERN 24110 GRIGNOLS
951635317,95163531700013,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],PERIGUEUX,,[ND],24322,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, PERIGUEUX
953695988,95369598800014,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],LA ROCHE-CHALAIS,,[ND],24354,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, LA ROCHE-CHALAIS
977812544,97781254400012,,,62.01Z,,1,,,,RUE,YVES FARGES,24330,BOULAZAC ISLE MANOIRE,,,24053,,,,,,,,,A,,,62.01Z,1 RUE YVES FARGES 24330 BOULAZAC ISLE MANOIRE
977925023,97792502300011,,,62.01Z,,,,,,,LES VAURIES,24170,SAINT-POMPON,,,24488,,,,,,,,,A,,DUCKE,62.01Z, LES VAURIES 24170 SAINT-POMPON
978066066,97806606600017,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],BRANTOME EN PERIGORD,,[ND],24064,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, BRANTOME EN PERIGORD
978403111,97840311100021,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],PERIGUEUX,,[ND],24322,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, PERIGUEUX
978511475,97851147500011,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],LE PIZOU,,[ND],24329,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, LE PIZOU
978531655,97853165500014,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],SAINT-LAURENT-DES-VIGNES,,[ND],24437,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, SAINT-LAURENT-DES-VIGNES
978952406,97895240600012,PLAYPRO,,62.01Z,,,,,,,ROQUEPINE,24560,SAINTE-RADEGONDE,,,24492,,,,,24492e37ebr_B,516083.20259925944,6401639.962206132,,A,,,62.01Z, ROQUEPINE 24560 SAINTE-RADEGONDE
979539350,97953935000020,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],SAINT-ASTIER,,[ND],24372,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, SAINT-ASTIER
979734258,97973425800010,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],BERGERAC,,[ND],24037,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, BERGERAC
979922259,97992225900010,DEBORDE WEB SOLUTIONS,,62.01Z,,34,,,,RUE,DE BERBESSOU,24460,AGONAC,,,24002,,,,,240020019_B,522982.3733185862,6468665.567479039,,A,,DEBORDE WEB SOLUTIONS,62.01Z,34 RUE DE BERBESSOU 24460 AGONAC
981371693,98137169300012,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],SANILHAC,,[ND],24312,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, SANILHAC
981586092,98158609200018,,,62.01Z,CHEZ MOUSNIER GILBERT,,,,,,LE PUY OUEST,24300,NONTRON,,,24311,,,,,24311B113_C,,,,A,,VALENTIN MOUSNIER,62.01Z,CHEZ MOUSNIER GILBERT  LE PUY OUEST 24300 NONTRON
981827538,98182753800019,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],SAINT-ANTOINE-DE-BREUILH,,[ND],24370,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, SAINT-ANTOINE-DE-BREUILH
981931306,98193130600014,,,62.01Z,,48,,,,ROUTE,DE LA POULE,24130,PRIGONRIEUX,,,24340,,,,,243400103_B,496147.28107732453,6422961.424174186,,A,,,62.01Z,48 ROUTE DE LA POULE 24130 PRIGONRIEUX
982245854,98224585400012,ROSACE,,62.01Z,,4,,,,IMPASSE,DE LA CROIX,24230,MONTCARET,,,24289,,,,,24289ay53_B,467426.6373359577,6423742.09143284,,A,,ROSACE,62.01Z,4 IMPASSE DE LA CROIX 24230 MONTCARET
982406258,98240625800011,THE JAROD EXPERIENCE,,62.01Z,,26,,,,CHEMIN,DES ROUQUILLOUX,24650,CHANCELADE,,,24102,,,,,241020102_B,515584.0352276243,6459578.875015657,,A,,,62.01Z,26 CHEMIN DES ROUQUILLOUX 24650 CHANCELADE
982614240,98261424000017,SAPCOM,,62.01Z,,93,,,,RUE,CHANZY,24000,PERIGUEUX,,,24322,,,,,243220930_B,520123.8735204376,6456701.651705807,,A,,,62.01Z,93 RUE CHANZY 24000 PERIGUEUX
982987000,98298700000014,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],LUSSAS-ET-NONTRONNEAU,,[ND],24248,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, LUSSAS-ET-NONTRONNEAU
982988883,98298888300012,,,62.01Z,,45,,,,IMPASSE,DE LA TUILERIE,24460,SAINT-FRONT-D'ALEMPS,,,24408,,,,,244080940_B,528445.4908500363,6473074.3062126925,,A,,BATMARK,62.01Z,45 IMPASSE DE LA TUILERIE 24460 SAINT-FRONT-D'ALEMPS
983430786,98343078600019,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],BEAUMONTOIS EN PERIGORD,,[ND],24028,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, BEAUMONTOIS EN PERIGORD
983467226,98346722600012,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],SAINT-SAUVEUR,,[ND],24499,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, SAINT-SAUVEUR
983998055,98399805500013,HELLO ARCHI,,62.01Z,,18,,,,RUE,ERNEST GUILLIER,24000,PERIGUEUX,,,24322,,,,,243221450_B,520668.08623465896,6456352.454346228,,A,HELLO ARCHI,HELLO ARCHI,62.01Z,18 RUE ERNEST GUILLIER 24000 PERIGUEUX
984122275,98412227500014,PURE VIRTUAL,,62.01Z,,19,,,,RUE,LINO VENTURA,24200,SARLAT-LA-CANEDA,,,24520,,,,,245201326_B,558440.468283609,6422573.69347876,,A,,,62.01Z,19 RUE LINO VENTURA 24200 SARLAT-LA-CANEDA
984244657,98424465700016,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],BERGERAC,,[ND],24037,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, BERGERAC
984272567,98427256700012,PHILANDROPXY,,62.01Z,,377,,,,CHEMIN,DU BANCUT,24210,BARS,,,24025,,,,,240250040_B,549974.3467986657,6447464.314104682,,A,,,62.01Z,377 CHEMIN DU BANCUT 24210 BARS
